"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0045687",2818,"O95760","IL33","Interleukin-33","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",2993,"P01137","TGFB1","Transforming growth factor beta-1 proprotein","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",3366,"P07093","SERPINE2","Glia-derived nexin","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",3963,"P11161","EGR2","E3 SUMO-protein ligase EGR2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4047,"P12643","BMP2","Bone morphogenetic protein 2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4184,"P15018","LIF","Leukemia inhibitory factor","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4493,"P20333","TNFRSF1B","Tumor necrosis factor receptor superfamily member 1B","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4538,"P20916","MAG","Myelin-associated glycoprotein","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4551,"P21246","PTN","Pleiotrophin","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4578,"P21741","MDK","Midkine","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",4689,"P23471","PTPRZ1","Receptor-type tyrosine-protein phosphatase zeta","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",5357,"P40189","IL6ST","Interleukin-6 receptor subunit beta","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",5457,"P42345","MTOR","Serine/threonine-protein kinase mTOR","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",5553,"P45381","ASPA","Aspartoacylase","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",5586,"P46531","NOTCH1","Neurogenic locus notch homolog protein 1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",6490,"P61073","CXCR4","C-X-C chemokine receptor type 4","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",6747,"P78426","NKX6-1","Homeobox protein Nkx-6.1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",6994,"Q02363","ID2","DNA-binding protein inhibitor ID-2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",7620,"Q13516","OLIG2","Oligodendrocyte transcription factor 2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",7632,"Q13547","HDAC1","Histone deacetylase 1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",7757,"Q14118","DAG1","Dystroglycan 1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",7851,"Q14469","HES1","Transcription factor HES-1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",8125,"Q15382","RHEB","GTP-binding protein Rheb","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",8153,"Q15465","SHH","Sonic hedgehog protein","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",9389,"Q5TCY1","TTBK1","Tau-tubulin kinase 1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",9887,"Q6N022","TENM4","Teneurin-4","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",10431,"Q6ZMJ4","IL34","Interleukin-34","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",10671,"Q70YC5","ZNF365","Protein ZNF365","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",13853,"Q92769","HDAC2","Histone deacetylase 2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",14824,"Q96MN9","ZNF488","Zinc finger protein 488","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",16088,"Q9BZM3","GSX2","GS homeobox 2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",16128,"Q9C056","NKX6-2","Homeobox protein Nkx-6.2","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",18125,"Q9UBD9","CLCF1","Cardiotrophin-like cytokine factor 1","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",18706,"Q9ULX5","RNF112","RING finger protein 112","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",18740,"Q9UMS4","PRPF19","Pre-mRNA-processing factor 19","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0045687",18865,"Q9UPY3","DICER1","Endoribonuclease Dicer","positive regulation of glial cell differentiation","Any process that activates or increases the frequency, rate or extent of glia cell differentiation."
"GO:0060019",1648,"O15520","FGF10","Fibroblast growth factor 10","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",3886,"P10071","GLI3","Transcriptional activator GLI3","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",4361,"P17677","GAP43","Neuromodulin","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",4423,"P19022","CDH2","Cadherin-2","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",5381,"P40763","STAT3","Signal transducer and activator of transcription 3","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",6529,"P61586","RHOA","Transforming protein RhoA","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",7083,"Q04741","EMX1","Homeobox protein EMX1","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",7851,"Q14469","HES1","Transcription factor HES-1","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",9366,"Q5TA89","HES5","Transcription factor HES-5","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",9445,"Q5UAW9","GPR157","G-protein coupled receptor 157","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",11150,"Q86U44","METTL3","N6-adenosine-methyltransferase catalytic subunit","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",17006,"Q9HCE5","METTL14","N6-adenosine-methyltransferase non-catalytic subunit","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",18453,"Q9UJH8","METRN","Meteorin","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060019",18470,"Q9UJU2","LEF1","Lymphoid enhancer-binding factor 1","radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the brain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",1293,"O14495","PLPP3","Phospholipid phosphatase 3","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",2118,"O60883","GPR37L1","G-protein coupled receptor 37-like 1","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",2945,"P00519","ABL1","Tyrosine-protein kinase ABL1","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",3493,"P08670","VIM","Vimentin","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",4135,"P14136","GFAP","Glial fibrillary acidic protein","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",4842,"P27361","MAPK3","Mitogen-activated protein kinase 3","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",4901,"P28482","MAPK1","Mitogen-activated protein kinase 1","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",7016,"Q02750","MAP2K1","Dual specificity mitogen-activated protein kinase kinase 1","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",7133,"Q06124","PTPN11","Tyrosine-protein phosphatase non-receptor type 11","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",8153,"Q15465","SHH","Sonic hedgehog protein","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060020",10937,"Q7Z4L5","TTC21B","Tetratricopeptide repeat protein 21B","Bergmann glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to Brgmann glial cells, specialized bipotential progenitors cells of the cerebellum. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0060251",2549,"O94874","UFL1","E3 UFM1-protein ligase 1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",2784,"O95631","NTN1","Netrin-1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",2988,"P01116","KRAS","GTPase KRas","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3020,"P01374","LTA","Lymphotoxin-alpha","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3021,"P01375","TNF","Tumor necrosis factor","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3033,"P01584","IL1B","Interleukin-1 beta","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3237,"P04637","TP53","Cellular tumor antigen p53","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3295,"P05231","IL6","Interleukin-6","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3340,"P06400","RB1","Retinoblastoma-associated protein","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3428,"P07948","LYN","Tyrosine-protein kinase Lyn","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",3975,"P11229","CHRM1","Muscarinic acetylcholine receptor M1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",4052,"P12755","SKI","Ski oncogene","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",4135,"P14136","GFAP","Glial fibrillary acidic protein","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",4557,"P21359","NF1","Neurofibromin","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",4744,"P24723","PRKCH","Protein kinase C eta type","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5005,"P30536","TSPO","Translocator protein","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5189,"P35240","NF2","Merlin","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5257,"P35716","SOX11","Transcription factor SOX-11","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5294,"P36873","PPP1CC","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5438,"P41743","PRKCI","Protein kinase C iota type","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5481,"P42772","CDKN2B","Cyclin-dependent kinase 4 inhibitor B","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5586,"P46531","NOTCH1","Neurogenic locus notch homolog protein 1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5807,"P49767","VEGFC","Vascular endothelial growth factor C","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",5943,"P51608","MECP2","Methyl-CpG-binding protein 2","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",6285,"P56693","SOX10","Transcription factor SOX-10","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",6914,"Q01094","E2F1","Transcription factor E2F1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",6945,"Q01650","SLC7A5","Large neutral amino acids transporter small subunit 1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",7262,"Q09428","ABCC8","ATP-binding cassette sub-family C member 8","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",7851,"Q14469","HES1","Transcription factor HES-1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",8153,"Q15465","SHH","Sonic hedgehog protein","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",9743,"Q6DJT9","PLAG1","Zinc finger protein PLAG1","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",12184,"Q8N5U6","RNF10","RING finger protein 10","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",14435,"Q96G23","CERS2","Ceramide synthase 2","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",15383,"Q99929","ASCL2","Achaete-scute homolog 2","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060251",18865,"Q9UPY3","DICER1","Endoribonuclease Dicer","regulation of glial cell proliferation","Any process that modulates the frequency, rate or extent of glial cell proliferation."
"GO:0060252",2549,"O94874","UFL1","E3 UFM1-protein ligase 1","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",2784,"O95631","NTN1","Netrin-1","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",2988,"P01116","KRAS","GTPase KRas","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",3020,"P01374","LTA","Lymphotoxin-alpha","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",3021,"P01375","TNF","Tumor necrosis factor","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",3033,"P01584","IL1B","Interleukin-1 beta","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",3295,"P05231","IL6","Interleukin-6","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",3428,"P07948","LYN","Tyrosine-protein kinase Lyn","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",4135,"P14136","GFAP","Glial fibrillary acidic protein","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",4744,"P24723","PRKCH","Protein kinase C eta type","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",5005,"P30536","TSPO","Translocator protein","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",5294,"P36873","PPP1CC","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",5438,"P41743","PRKCI","Protein kinase C iota type","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",5807,"P49767","VEGFC","Vascular endothelial growth factor C","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",5943,"P51608","MECP2","Methyl-CpG-binding protein 2","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",6914,"Q01094","E2F1","Transcription factor E2F1","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",6945,"Q01650","SLC7A5","Large neutral amino acids transporter small subunit 1","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060252",9743,"Q6DJT9","PLAG1","Zinc finger protein PLAG1","positive regulation of glial cell proliferation","Any process that activates or increases the rate or extent of glial cell proliferation."
"GO:0060253",3237,"P04637","TP53","Cellular tumor antigen p53","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",3340,"P06400","RB1","Retinoblastoma-associated protein","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",4052,"P12755","SKI","Ski oncogene","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",4557,"P21359","NF1","Neurofibromin","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",5005,"P30536","TSPO","Translocator protein","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",5189,"P35240","NF2","Merlin","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",5257,"P35716","SOX11","Transcription factor SOX-11","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",5481,"P42772","CDKN2B","Cyclin-dependent kinase 4 inhibitor B","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",5586,"P46531","NOTCH1","Neurogenic locus notch homolog protein 1","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",6285,"P56693","SOX10","Transcription factor SOX-10","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",7262,"Q09428","ABCC8","ATP-binding cassette sub-family C member 8","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",7851,"Q14469","HES1","Transcription factor HES-1","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",12184,"Q8N5U6","RNF10","RING finger protein 10","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",14435,"Q96G23","CERS2","Ceramide synthase 2","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",15383,"Q99929","ASCL2","Achaete-scute homolog 2","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060253",18865,"Q9UPY3","DICER1","Endoribonuclease Dicer","negative regulation of glial cell proliferation","Any process that stops or decreases the rate or extent of glial cell proliferation."
"GO:0060857",15524,"Q9BRK3","MXRA8","Matrix remodeling-associated protein 8","establishment of glial blood-brain barrier","Establishment of the glial barrier between the blood and the brain. The glial cells in the brain are packed tightly together preventing the passage of most molecules from the blood into the brain. Only lipid soluble molecules or those that are actively transported can pass through the blood-brain barrier."
"GO:0061518",2818,"O95760","IL33","Interleukin-33","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",3188,"P04062","GBA1","Lysosomal acid glucosylceramidase","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",3392,"P07333","CSF1R","Macrophage colony-stimulating factor 1 receptor","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",3561,"P09603","CSF1","Macrophage colony-stimulating factor 1","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",3946,"P10909","CLU","Clusterin","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",6745,"P78423","CX3CL1","Fractalkine","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",10431,"Q6ZMJ4","IL34","Interleukin-34","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061518",17841,"Q9NZC2","TREM2","Triggering receptor expressed on myeloid cells 2","microglial cell proliferation","The expansion of a microglial cell population by cell division."
"GO:0061900",1627,"O15455","TLR3","Toll-like receptor 3","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",1907,"O43914","TYROBP","TYRO protein tyrosine kinase-binding protein","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",2044,"O60603","TLR2","Toll-like receptor 2","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",2062,"O60674","JAK2","Tyrosine-protein kinase JAK2","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",2505,"O76096","CST7","Cystatin-F","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",2818,"O95760","IL33","Interleukin-33","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",2990,"P01130","LDLR","Low-density lipoprotein receptor","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3021,"P01375","TNF","Tumor necrosis factor","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3031,"P01579","IFNG","Interferon gamma","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3033,"P01584","IL1B","Interleukin-1 beta","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3131,"P02745","C1QA","Complement C1q subcomponent subunit A","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3262,"P05067","APP","Amyloid-beta precursor protein","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3268,"P05107","ITGB2","Integrin beta-2","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3272,"P05112","IL4","Interleukin-4","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3295,"P05231","IL6","Interleukin-6","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3302,"P05412","JUN","Transcription factor Jun","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3480,"P08575","PTPRC","Receptor-type tyrosine-protein phosphatase C","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3898,"P10147","CCL3","C-C motif chemokine 3","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3929,"P10636","MAPT","Microtubule-associated protein tau","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3946,"P10909","CLU","Clusterin","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",3971,"P11215","ITGAM","Integrin alpha-M","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
